accession_version	isolate	locus	primary_accession
ATY40377.1	rv3124	ATY40377	ATY40377
ATY40372.1	rv3122	ATY40372	ATY40372
ATY40367.1	rv3121	ATY40367	ATY40367
ATY40362.1	rv3119	ATY40362	ATY40362
ATY40357.1	rv3115	ATY40357	ATY40357
ATY40352.1	rv3114	ATY40352	ATY40352
ATY40347.1	rv3113	ATY40347	ATY40347
ATY40342.1	rv3110	ATY40342	ATY40342
ATY40337.1	rv3109	ATY40337	ATY40337
ATY40332.1	rv3105	ATY40332	ATY40332
ATY40327.1	rv3103	ATY40327	ATY40327
ATY40322.1	rv3102	ATY40322	ATY40322
ATY40317.1	rv3101	ATY40317	ATY40317
ATY40312.1	rv3099	ATY40312	ATY40312
ATY40307.1	rv3098	ATY40307	ATY40307
ATY40302.1	rv3097	ATY40302	ATY40302
ATY40297.1	rv3096	ATY40297	ATY40297
ATY40292.1	rv3094	ATY40292	ATY40292
ATY40287.1	rv3092	ATY40287	ATY40287
ATY40282.1	rv3090	ATY40282	ATY40282
ATY40277.1	rv3088	ATY40277	ATY40277
ATY40272.1	rv3087	ATY40272	ATY40272
ATY40267.1	rv3086	ATY40267	ATY40267
ATY40262.1	rv3085	ATY40262	ATY40262
ATY40257.1	rv3084	ATY40257	ATY40257
ATY40252.1	rv3082	ATY40252	ATY40252
ATY40247.1	rv3080	ATY40247	ATY40247
ATY40242.1	rv3079	ATY40242	ATY40242
ATY40237.1	rv3078	ATY40237	ATY40237
ATY40232.1	rv3075	ATY40232	ATY40232
ATY40227.1	rv3074	ATY40227	ATY40227
ATY40222.1	rv3073	ATY40222	ATY40222
ATY40217.1	rv3072	ATY40217	ATY40217
ATY40212.1	rv3071	ATY40212	ATY40212
ATY40207.1	rv3070	ATY40207	ATY40207
ATY40202.1	rv3068	ATY40202	ATY40202
ATY40197.1	rv3067	ATY40197	ATY40197
ATY40192.1	rv3066	ATY40192	ATY40192
ATY40187.1	rv3064	ATY40187	ATY40187
ATY40182.1	rv3063	ATY40182	ATY40182
ATY40177.1	rv3061	ATY40177	ATY40177
ATY40172.1	rv3060	ATY40172	ATY40172
ATY40167.1	rv3059	ATY40167	ATY40167
ATY40162.1	rv3058	ATY40162	ATY40162
ATY40157.1	rv3057	ATY40157	ATY40157
ATY40152.1	rv3053	ATY40152	ATY40152
ATY40147.1	rv3052	ATY40147	ATY40147
ATY40142.1	rv3051	ATY40142	ATY40142
ATY40137.1	rv3050	ATY40137	ATY40137
ATY40132.1	rv3049	ATY40132	ATY40132
ATY40127.1	rv3048	ATY40127	ATY40127
ATY40122.1	rv3047	ATY40122	ATY40122
ATY40117.1	rv2888	ATY40117	ATY40117
ATY40112.1	rv2887	ATY40112	ATY40112
ATY40107.1	rv2886	ATY40107	ATY40107
ATY40102.1	rv2885	ATY40102	ATY40102
ATY40097.1	rv2884	ATY40097	ATY40097
ATY40092.1	rv2883	ATY40092	ATY40092
ATY40087.1	rv2882	ATY40087	ATY40087
ATY40082.1	rv2881	ATY40082	ATY40082
ATY40077.1	rv2880	ATY40077	ATY40077
ATY40072.1	rv2879	ATY40072	ATY40072
ATY40067.1	rv2878	ATY40067	ATY40067
ATY40062.1	rv2877	ATY40062	ATY40062
ATY40057.1	rv2873	ATY40057	ATY40057
ATY40052.1	rv2870	ATY40052	ATY40052
ATY40047.1	rv2868	ATY40047	ATY40047
ATY40042.1	rv2867	ATY40042	ATY40042
ATY40037.1	rv2866	ATY40037	ATY40037
ATY40032.1	rv2863	ATY40032	ATY40032
ATY40027.1	rv2859	ATY40027	ATY40027
ATY40022.1	rv2858	ATY40022	ATY40022
ATY40017.1	rv2786	ATY40017	ATY40017
ATY40012.1	rv2497	ATY40012	ATY40012
ATY40007.1	rv2489	ATY40007	ATY40007
ATY40002.1	rv2485	ATY40002	ATY40002
ATY39997.1	rv2483	ATY39997	ATY39997
ATW75480.1		ATW75480	ATW75480
ATW75479.1		ATW75479	ATW75479
ATW75478.1		ATW75478	ATW75478
ATW75477.1		ATW75477	ATW75477
ATW75328.1		ATW75328	ATW75328
AST12964.1		AST12964	AST12964
ATV90801.1	CHN-GD16-05	ATV90801	ATV90801
ATV90793.1	CHN-GD16-03	ATV90793	ATV90793
ATV82106.1	CNPo2015	ATV82106	ATV82106
ATU88973.1		ATU88973	ATU88973
ATW01053.1	P431	ATW01053	ATW01053
AJY53714.1	Marburg virus/H. sapiens-tc/UGA/2014/Kampala-812601	AJY53714	AJY53714
ASU91325.1		ASU91325	ASU91325
ASU91315.1		ASU91315	ASU91315
ASU91305.1		ASU91305	ASU91305
ASU91295.1		ASU91295	ASU91295
ASU91284.1		ASU91284	ASU91284
ASU91273.1		ASU91273	ASU91273
ASU91262.1		ASU91262	ASU91262
ASU91252.1		ASU91252	ASU91252
ASU91241.1		ASU91241	ASU91241
ASU91230.1		ASU91230	ASU91230
ASU91219.1		ASU91219	ASU91219
ASU91208.1		ASU91208	ASU91208
ASU91197.1		ASU91197	ASU91197
ASU91186.1		ASU91186	ASU91186
ASU91175.1		ASU91175	ASU91175
ASU91164.1		ASU91164	ASU91164
ASU91153.1		ASU91153	ASU91153
ASU91142.1		ASU91142	ASU91142
ASU91131.1		ASU91131	ASU91131
ASU91120.1		ASU91120	ASU91120
ASU91109.1		ASU91109	ASU91109
ASU91098.1		ASU91098	ASU91098
ASU91087.1		ASU91087	ASU91087
ASU91076.1		ASU91076	ASU91076
ASU91065.1		ASU91065	ASU91065
ASU91054.1		ASU91054	ASU91054
ASU91043.1		ASU91043	ASU91043
ASU91032.1		ASU91032	ASU91032
ASU91021.1		ASU91021	ASU91021
ASU91010.1		ASU91010	ASU91010
ASU90999.1		ASU90999	ASU90999
ASU90988.1		ASU90988	ASU90988
ASU90978.1		ASU90978	ASU90978
ASU90966.1		ASU90966	ASU90966
ASU90956.1		ASU90956	ASU90956
ASU90945.1		ASU90945	ASU90945
ASU90934.1		ASU90934	ASU90934
ASU90923.1		ASU90923	ASU90923
ASU90912.1		ASU90912	ASU90912
ASU90901.1		ASU90901	ASU90901
ASU90890.1		ASU90890	ASU90890
ASU90879.1		ASU90879	ASU90879
ASU90868.1		ASU90868	ASU90868
ASU90857.1		ASU90857	ASU90857
ASU90846.1		ASU90846	ASU90846
ASU90835.1		ASU90835	ASU90835
ASU90824.1		ASU90824	ASU90824
ASU90813.1		ASU90813	ASU90813
ASU90802.1		ASU90802	ASU90802
ASU90791.1		ASU90791	ASU90791
ASU90780.1		ASU90780	ASU90780
ASU90769.1		ASU90769	ASU90769
ASU90758.1		ASU90758	ASU90758
ASU90747.1		ASU90747	ASU90747
ASU90736.1		ASU90736	ASU90736
ASU90725.1		ASU90725	ASU90725
ASU90714.1		ASU90714	ASU90714
ASU90703.1		ASU90703	ASU90703
ASU90692.1		ASU90692	ASU90692
ASU90681.1		ASU90681	ASU90681
ASU90670.1		ASU90670	ASU90670
ASU90659.1		ASU90659	ASU90659
ASU90648.1		ASU90648	ASU90648
ASU90637.1		ASU90637	ASU90637
ASU90626.1		ASU90626	ASU90626
ASU90615.1		ASU90615	ASU90615
ASU90604.1		ASU90604	ASU90604
ASU90593.1		ASU90593	ASU90593
ASU90582.1		ASU90582	ASU90582
ASU90571.1		ASU90571	ASU90571
ASU90560.1		ASU90560	ASU90560
ASU90549.1		ASU90549	ASU90549
ASU90538.1		ASU90538	ASU90538
ASU90527.1		ASU90527	ASU90527
ASU90516.1		ASU90516	ASU90516
ASU90505.1		ASU90505	ASU90505
ASU90494.1		ASU90494	ASU90494
ASU90483.1		ASU90483	ASU90483
ASU90472.1		ASU90472	ASU90472
ASU90461.1		ASU90461	ASU90461
ASU90450.1		ASU90450	ASU90450
ASU90439.1		ASU90439	ASU90439
ASU90428.1		ASU90428	ASU90428
ASU90417.1		ASU90417	ASU90417
ASU90406.1		ASU90406	ASU90406
ASU90395.1		ASU90395	ASU90395
ASU90384.1		ASU90384	ASU90384
ASU90373.1		ASU90373	ASU90373
ASU90362.1		ASU90362	ASU90362
ASU90351.1		ASU90351	ASU90351
ASU90340.1		ASU90340	ASU90340
ASU90329.1		ASU90329	ASU90329
ASU90318.1		ASU90318	ASU90318
ASU90307.1		ASU90307	ASU90307
ASU90295.1		ASU90295	ASU90295
ASU90285.1		ASU90285	ASU90285
ASU90274.1		ASU90274	ASU90274
ASU90263.1		ASU90263	ASU90263
ASU90252.1		ASU90252	ASU90252
ASU90241.1		ASU90241	ASU90241
ASU90230.1		ASU90230	ASU90230
ASU90219.1		ASU90219	ASU90219
ASU90208.1		ASU90208	ASU90208
ASU90197.1		ASU90197	ASU90197
ASU90186.1		ASU90186	ASU90186
ASU90175.1		ASU90175	ASU90175
ASU90164.1		ASU90164	ASU90164
ASU90153.1		ASU90153	ASU90153
ASU90142.1		ASU90142	ASU90142
ASU90131.1		ASU90131	ASU90131
ASU90120.1		ASU90120	ASU90120
ASU90109.1		ASU90109	ASU90109
ASU90098.1		ASU90098	ASU90098
ASU90087.1		ASU90087	ASU90087
ASU90076.1		ASU90076	ASU90076
ASU90065.1		ASU90065	ASU90065
ASU90054.1		ASU90054	ASU90054
ASU90043.1		ASU90043	ASU90043
ASU90032.1		ASU90032	ASU90032
ASU90021.1		ASU90021	ASU90021
ASU90010.1		ASU90010	ASU90010
ASU89999.1		ASU89999	ASU89999
ASU89988.1		ASU89988	ASU89988
ASU89977.1		ASU89977	ASU89977
ASU89966.1		ASU89966	ASU89966
ASU89955.1		ASU89955	ASU89955
ASU89944.1		ASU89944	ASU89944
ASU89933.1		ASU89933	ASU89933
ASU89921.1		ASU89921	ASU89921
ATN37896.1	MHV-ExoN(-) P250	ATN37896	ATN37896
ATN37888.1	WT-MHV P250	ATN37888	ATN37888
ATG84888.1	Hu/Riyadh-KSA-16559/2016	ATG84888	ATG84888
ATG84877.1	Hu/Riyadh-KSA-24241/2016	ATG84877	ATG84877
ATG84866.1	Hu/Riyadh-KSA-24244/2016	ATG84866	ATG84866
ATG84844.1	Hu/Riyadh-KSA-21155/2016	ATG84844	ATG84844
ATG84833.1	Hu/Riyadh-KSA-20570/2016	ATG84833	ATG84833
ATG84822.1	Hu/Riyadh-KSA-19949/2016	ATG84822	ATG84822
ATG84811.1	Hu/Qasim-KSA-893/2016	ATG84811	ATG84811
ATG84800.1	Hu/Madinah-KSA-390/2016	ATG84800	ATG84800
ATG84734.1	Hu/Riyadh-KSA-15385/2016	ATG84734	ATG84734
ATG84701.1	Hu/Riyadh-KSA-13984/2016	ATG84701	ATG84701
ATP62005.1	Moscow 3253 (Vero)	ATP62005	ATP62005
ATP16767.1	2007-09	ATP16767	ATP16767
ATP16757.1	2002-04	ATP16757	ATP16757
PIC19594.1		PIC19594	PIC19594
PIC19593.1		PIC19593	PIC19593
ATO92013.1	Fi06.108RT	ATO92013	ATO92013
ATO92012.1	Fi06.59RT	ATO92012	ATO92012
ATO92011.1	FI08.50RT	ATO92011	ATO92011
1WNC_F		1WNC_F	1WNC_F
1WNC_E		1WNC_E	1WNC_E
1WNC_D		1WNC_D	1WNC_D
1WNC_C		1WNC_C	1WNC_C
1WNC_B		1WNC_B	1WNC_B
1WNC_A		1WNC_A	1WNC_A
ATO58412.1		ATO58412	ATO58412
ATN97062.1	SKcrevo	ATN97062	ATN97062
ATN97061.1	SK21735	ATN97061	ATN97061
ATN97060.1	AT15	ATN97060	ATN97060
ATN97059.1	AT13	ATN97059	ATN97059
BAO25698.1		BAO25698	BAO25698
ATN39872.1	HCoV-OC43/USA/TCNP_00204/2017	ATN39872	ATN39872
PHU04870.1	PI159236	PHU04870	PHU04870
PHT70450.1		PHT70450	PHT70450
PHQ55789.1	NORP195	PHQ55789	PHQ55789
5U7O_G		5U7O_G	5U7O_G
5U7O_B		5U7O_B	5U7O_B
5AWN_L		5AWN_L	5AWN_L
5AWN_H		5AWN_H	5AWN_H
2IEQ_C		2IEQ_C	2IEQ_C
2IEQ_B		2IEQ_B	2IEQ_B
2IEQ_A		2IEQ_A	2IEQ_A
AML83916.1		AML83916	AML83916
ATN23889.1	Swine enteric alphacoronavirus CH/GD-01/2017/P2	ATN23889	ATN23889
ATL23493.1	DE313-16	ATL23493	ATL23493
ATL23492.1	DE21820-16	ATL23492	ATL23492
ATL23491.1	DE1151-16	ATL23491	ATL23491
5U7M_G		5U7M_G	5U7M_G
5U7M_B		5U7M_B	5U7M_B
APA16562.1	Ebola virus/H.sapiens-wt/LBR/2016/Makona-LIBR23554	APA16562	APA16562
APA16553.1	Ebola virus/H.sapiens-wt/LBR/2016/Makona-LIBR23469	APA16553	APA16553
APA16544.1	Ebola virus/H.sapiens-wt/LBR/2016/Makona-LIBR23328	APA16544	APA16544
APA16535.1	Ebola virus/H.sapiens-wt/LBR/2016/Makona-LIBR23327	APA16535	APA16535
1FLC_F		1FLC_F	1FLC_F
1FLC_E		1FLC_E	1FLC_E
1FLC_D		1FLC_D	1FLC_D
1FLC_C		1FLC_C	1FLC_C
1FLC_B		1FLC_B	1FLC_B
1FLC_A		1FLC_A	1FLC_A
ASL24654.1		ASL24654	ASL24654
ATJ01103.1	SD	ATJ01103	ATJ01103
ATJ01093.1	SZ	ATJ01093	ATJ01093
ATI09449.1		ATI09449	ATI09449
ATI09437.1		ATI09437	ATI09437
ATD12175.1	CK/CH/HB/2016	ATD12175	ATD12175
ATD12171.1	CK/CH/HB/2016	ATD12171	ATD12171
ATG83561.1		ATG83561	ATG83561
ATG34059.1		ATG34059	ATG34059
PDJ38960.1		PDJ38960	PDJ38960
PDJ37458.1		PDJ37458	PDJ37458
PDJ34414.1		PDJ34414	PDJ34414
PDJ31372.1		PDJ31372	PDJ31372
PDJ29210.1		PDJ29210	PDJ29210
PDJ26226.1		PDJ26226	PDJ26226
PDJ04671.1		PDJ04671	PDJ04671
PDJ01539.1		PDJ01539	PDJ01539
PDI81500.1		PDI81500	PDI81500
PDI78453.1		PDI78453	PDI78453
PDI04338.1		PDI04338	PDI04338
PDI02313.1		PDI02313	PDI02313
ATD53334.1	50_IBV_Romania_2017	ATD53334	ATD53334
ATD53333.1	35_IBV_Romania_2017	ATD53333	ATD53333
ATD53332.1	34_IBV_Romania_2017	ATD53332	ATD53332
ATD53331.1	1_IBV_Romania_2016	ATD53331	ATD53331
PCV81061.1		PCV81061	PCV81061
PCV20171.1		PCV20171	PCV20171
PCU86707.1		PCU86707	PCU86707
PCU74059.1		PCU74059	PCU74059
PCU04941.1		PCU04941	PCU04941
ATG31100.1	PEDV-LNsy	ATG31100	ATG31100
ATG31094.1	PEDV-Hjms	ATG31094	ATG31094
ATG84921.1	Hu/Riyadh-KSA-K37029157/2016	ATG84921	ATG84921
ATG84910.1	Hu/Riyadh-KSA-K17000405/2017	ATG84910	ATG84910
ATG84899.1	Hu/Riyadh-KSA-K17000887/2017	ATG84899	ATG84899
ATG84855.1	Hu/Riyadh-KSA-21891/2016	ATG84855	ATG84855
ATG84789.1	Hu/Riyadh-KSA-16849/2016	ATG84789	ATG84789
ATG84778.1	Hu/Riyadh-KSA-17382/2016	ATG84778	ATG84778
ATG84767.1	Hu/Riyadh-KSA-17756/2016	ATG84767	ATG84767
ATG84756.1	Hu/Riyadh-KSA-14670/2016	ATG84756	ATG84756
ATG84745.1	Hu/Riyadh-KSA-14949/2016	ATG84745	ATG84745
ATG84723.1	Hu/Riyadh-KSA-14675/2016	ATG84723	ATG84723
ATG84712.1	Hu/Riyadh-KSA-14607/2016	ATG84712	ATG84712
ATG84690.1	Hu/Qasim-KSA-13922/2016	ATG84690	ATG84690
ATG84679.1	Hu/Riyadh-KSA-13798/2016	ATG84679	ATG84679
ATE90980.1		ATE90980	ATE90980
ATE90967.1		ATE90967	ATE90967
AMR69050.1		AMR69050	AMR69050
AMR69049.1		AMR69049	AMR69049
AMR69048.1		AMR69048	AMR69048
AMR69047.1		AMR69047	AMR69047
AMR69046.1		AMR69046	AMR69046
AMR69045.1		AMR69045	AMR69045
AMR69044.1		AMR69044	AMR69044
AMR69043.1		AMR69043	AMR69043
ATE50173.1	IBV_BP	ATE50173	ATE50173
AST13221.1		AST13221	AST13221
ARX11396.1		ARX11396	ARX11396
PCI81433.1	NORP90	PCI81433	PCI81433
ASY91957.1		ASY91957	ASY91957
ASY91956.1		ASY91956	ASY91956
WP_057892312.1		WP_057892312	WP_057892312
ATB20033.1	V506	ATB20033	ATB20033
ATB20032.1	1022	ATB20032	ATB20032
ATB20031.1	F1651	ATB20031	ATB20031
ATB20030.1	E8643	ATB20030	ATB20030
ATB20029.1	SA15.1442	ATB20029	ATB20029
ATB20028.1	1071	ATB20028	ATB20028
ATB20027.1	503	ATB20027	ATB20027
ATB20026.1	323	ATB20026	ATB20026
ATB20025.1	V1777	ATB20025	ATB20025
ATB20024.1	K09117	ATB20024	ATB20024
ATB20023.1	J13992-1	ATB20023	ATB20023
ATB20022.1	J13667-10	ATB20022	ATB20022
ATB20021.1	12428-14	ATB20021	ATB20021
ATB20020.1	Y6	ATB20020	ATB20020
ATB20019.1	X255	ATB20019	ATB20019
ATB20018.1	X24	ATB20018	ATB20018
ATB20017.1	X3	ATB20017	ATB20017
ATB20016.1	W61	ATB20016	ATB20016
ATB20015.1	V912	ATB20015	ATB20015
ATB20014.1	V543	ATB20014	ATB20014
ATB20013.1	V463	ATB20013	ATB20013
ATB20012.1	V445	ATB20012	ATB20012
ATB20011.1	V421	ATB20011	ATB20011
ATB20010.1	V313	ATB20010	ATB20010
ATB20009.1	V266	ATB20009	ATB20009
ATB20008.1	V265	ATB20008	ATB20008
ATB20007.1	V87	ATB20007	ATB20007
ATB20006.1	L1338-9	ATB20006	ATB20006
ATB20005.1	L5889	ATB20005	ATB20005
ATB20004.1	K14547-2	ATB20004	ATB20004
ATB20003.1	K2165-2	ATB20003	ATB20003
ATB20002.1	K678-9	ATB20002	ATB20002
ATB20001.1	J13325	ATB20001	ATB20001
ATB20000.1	FV116	ATB20000	ATB20000
ATB19999.1	K2252-6	ATB19999	ATB19999
ATB19998.1	F1288	ATB19998	ATB19998
ATB19997.1	F975	ATB19997	ATB19997
ATB19996.1	F549	ATB19996	ATB19996
ATB19995.1	8814	ATB19995	ATB19995
ATB19994.1	41222	ATB19994	ATB19994
ATB19993.1	SA000-3917	ATB19993	ATB19993
ATB19992.1	2198	ATB19992	ATB19992
ATB19991.1	1326-3	ATB19991	ATB19991
ATB19990.1	1153	ATB19990	ATB19990
ATB19989.1	1091	ATB19989	ATB19989
ATB19988.1	186-90	ATB19988	ATB19988
ATB19987.1	71-87	ATB19987	ATB19987
ATB19986.1	50-95	ATB19986	ATB19986
ATB19985.1	47-88	ATB19985	ATB19985
ATB19984.1	40-94	ATB19984	ATB19984
ATB19983.1	30-94	ATB19983	ATB19983
ATB19982.1	27-94	ATB19982	ATB19982
ATB19981.1	23-94	ATB19981	ATB19981
ATB19980.1	19-95	ATB19980	ATB19980
ATB19979.1	18-90	ATB19979	ATB19979
ATB19978.1	16-95	ATB19978	ATB19978
ATB19977.1	13-95	ATB19977	ATB19977
ATB19976.1	12-95	ATB19976	ATB19976
ATB19975.1	3LOT1	ATB19975	ATB19975
ATB19974.1	3-95	ATB19974	ATB19974
ATB19973.1	1-95	ATB19973	ATB19973
ATB19972.1	VP0614.8	ATB19972	ATB19972
ATB19971.1	T00121	ATB19971	ATB19971
ATB19970.1	LDOn1	ATB19970	ATB19970
ATB19969.1	FF56	ATB19969	ATB19969
ATB19968.1	331901	ATB19968	ATB19968
ATB19967.1	317630	ATB19967	ATB19967
ATB19966.1	250501	ATB19966	ATB19966
ATB19965.1	48478	ATB19965	ATB19965
ATB19964.1	16650	ATB19964	ATB19964
ATB19963.1	7445.8	ATB19963	ATB19963
ATB19962.1	02707.02	ATB19962	ATB19962
WP_096045459.1		WP_096045459	WP_096045459
ATB17676.1	1015405	ATB17676	ATB17676
ATB17675.1	148974	ATB17675	ATB17675
ATB17674.1	1210586	ATB17674	ATB17674
3JCC_I		3JCC_I	3JCC_I
3JCC_E		3JCC_E	3JCC_E
3JCC_D		3JCC_D	3JCC_D
3JCC_C		3JCC_C	3JCC_C
3JCC_B		3JCC_B	3JCC_B
3JCC_A		3JCC_A	3JCC_A
5FT2_B		5FT2_B	5FT2_B
5A8H_N		5A8H_N	5A8H_N
5A8H_M		5A8H_M	5A8H_M
5A8H_H		5A8H_H	5A8H_H
5A8H_G		5A8H_G	5A8H_G
5A8H_B		5A8H_B	5A8H_B
5A8H_A		5A8H_A	5A8H_A
5A7X_J		5A7X_J	5A7X_J
5A7X_I		5A7X_I	5A7X_I
5A7X_F		5A7X_F	5A7X_F
5A7X_E		5A7X_E	5A7X_E
5A7X_B		5A7X_B	5A7X_B
5A7X_A		5A7X_A	5A7X_A
ATA58392.1	Jahad-UT2	ATA58392	ATA58392
ATA58391.1	Jahad-UT1	ATA58391	ATA58391
ASZ85162.1		ASZ85162	ASZ85162
ASZ84395.1	48751_Chicken_Italy_2010	ASZ84395	ASZ84395
ASZ84394.1	21112_Chicken_Italy_2013	ASZ84394	ASZ84394
ASZ84393.1	191498_Chicken_Italy_2007	ASZ84393	ASZ84393
ASZ84392.1	113149_Chicken_Italy_2009	ASZ84392	ASZ84392
ASZ84391.1	113146_Chicken_Italy_2009	ASZ84391	ASZ84391
ASZ84390.1	328788_Chicken_Italy_2013	ASZ84390	ASZ84390
ASZ84389.1	305113_Chicken_Italy_2013	ASZ84389	ASZ84389
ASZ84388.1	204308_Chicken_Italy_2014	ASZ84388	ASZ84388
ASZ84387.1	136882_Chicken_Italy_2006	ASZ84387	ASZ84387
ASZ84386.1	100215_Chicken_Italy_2010	ASZ84386	ASZ84386
ASZ84385.1	313437_Chicken_Italy_2010	ASZ84385	ASZ84385
ASZ84384.1	189144_Chicken_Italy_2011	ASZ84384	ASZ84384
ASZ84383.1	340906_Chicken_Italy_2014	ASZ84383	ASZ84383
ASZ84382.1	141167_Chicken_Italy_2010	ASZ84382	ASZ84382
ASZ84381.1	80484_Chicken_Italy_2010	ASZ84381	ASZ84381
ASZ84380.1	340917_Chicken_Italy_2014	ASZ84380	ASZ84380
ASZ84379.1	340913_Chicken_Italy_2014	ASZ84379	ASZ84379
ASZ84378.1	11627_Chicken_Italy_2013	ASZ84378	ASZ84378
ASZ84377.1	289408_Chicken_Italy_2014	ASZ84377	ASZ84377
ASZ84376.1	175741_Chicken_Italy_2010	ASZ84376	ASZ84376
ASZ84375.1	143912_Chicken_Italy_2012	ASZ84375	ASZ84375
ASZ84374.1	143904_Chicken_Italy_2012	ASZ84374	ASZ84374
ASZ84373.1	143887_Chicken_Italy_2012	ASZ84373	ASZ84373
ASZ84372.1	143876_Chicken_Italy_2012	ASZ84372	ASZ84372
ASZ84371.1	143854_Chicken_Italy_2012	ASZ84371	ASZ84371
ASZ84370.1	143851_Chicken_Italy_2012	ASZ84370	ASZ84370
ASZ84369.1	298743_Chicken_Italy_2010	ASZ84369	ASZ84369
ASZ84368.1	96877_Chicken_Italy_2014	ASZ84368	ASZ84368
ASZ84367.1	289656_Chicken_Italy_2014	ASZ84367	ASZ84367
ASZ84366.1	36098_Chicken_Italy_2015	ASZ84366	ASZ84366
ASZ84365.1	289648_Chicken_Italy_2014	ASZ84365	ASZ84365
ASZ84364.1	289647_Chicken_Italy_2014	ASZ84364	ASZ84364
ASZ84363.1	251953_Chicken_Italy_2013	ASZ84363	ASZ84363
ASZ84362.1	26474_Chicken_Italy_2013	ASZ84362	ASZ84362
ASZ84361.1	169482_Chicken_Italy_2014	ASZ84361	ASZ84361
ASZ84360.1	118401_Chicken_Italy_2013	ASZ84360	ASZ84360
ASZ84359.1	109612_Chicken_Italy_2013	ASZ84359	ASZ84359
ASZ84358.1	32720_Chicken_Italy_2013	ASZ84358	ASZ84358
ASZ84357.1	132118_Chicken_Italy_2012	ASZ84357	ASZ84357
ASZ84356.1	337409_Chicken_Italy_2012	ASZ84356	ASZ84356
ASZ84355.1	158031_Chicken_Italy_2013	ASZ84355	ASZ84355
ASZ84354.1	354361_Chicken_Italy_2013	ASZ84354	ASZ84354
ASZ84353.1	95006_Chicken_Italy_2013	ASZ84353	ASZ84353
ASZ84352.1	10521_Chicken_Italy_2015	ASZ84352	ASZ84352
ASZ84351.1	32773_Chicken_Italy_2015	ASZ84351	ASZ84351
ASZ84350.1	61642_Chicken_Italy_2015	ASZ84350	ASZ84350
ASZ84349.1	326154_Chicken_Italy_2014	ASZ84349	ASZ84349
ASZ84348.1	120341_Chicken_Italy_2015	ASZ84348	ASZ84348
ASZ84347.1	251951_Chicken_Italy_2013	ASZ84347	ASZ84347
ASZ84346.1	336325_Chicken_Italy_2014	ASZ84346	ASZ84346
ASZ84345.1	281891_Chicken_Italy_2014	ASZ84345	ASZ84345
ASZ84344.1	142482_Chicken_Italy_2014	ASZ84344	ASZ84344
ASZ84343.1	258614_Chicken_Italy_2015	ASZ84343	ASZ84343
ASZ84342.1	255196_Chicken_Italy_2015	ASZ84342	ASZ84342
ASZ84341.1	239743_Chicken_Italy_2013	ASZ84341	ASZ84341
ASZ84340.1	244073_Chicken_Italy_2015	ASZ84340	ASZ84340
ASZ84339.1	68078_Chicken_Italy_2013	ASZ84339	ASZ84339
ASZ84338.1	64517_Chicken_Italy_2013	ASZ84338	ASZ84338
ASZ84337.1	350253_Chicken_Italy_2012	ASZ84337	ASZ84337
ASZ84336.1	244056_Chicken_Italy_2013	ASZ84336	ASZ84336
ASZ84335.1	17004_Chicken_Italy_2013	ASZ84335	ASZ84335
ASZ84334.1	106871_Chicken_Italy_2013	ASZ84334	ASZ84334
ASZ84333.1	111657_Chicken_Italy_2013	ASZ84333	ASZ84333
ASZ84332.1	603_Chicken_Italy_2013	ASZ84332	ASZ84332
ASZ84331.1	208290_Chicken_Italy_2014	ASZ84331	ASZ84331
ASZ84330.1	318831_Chicken_Italy_2013	ASZ84330	ASZ84330
ASZ84329.1	257907_Chicken_Italy_2014	ASZ84329	ASZ84329
ASZ84328.1	302919_Chicken_Italy_2014	ASZ84328	ASZ84328
ASZ84327.1	322264_Chicken_Italy_2014	ASZ84327	ASZ84327
ASZ84326.1	39499_Chicken_Italy_2015	ASZ84326	ASZ84326
ASZ84325.1	48884_Chicken_Italy_2015	ASZ84325	ASZ84325
ASZ84324.1	90557_Chicken_Italy_2015	ASZ84324	ASZ84324
ASZ84323.1	77015-3_Chicken_Italy_2015	ASZ84323	ASZ84323
ASZ84322.1	79206_Chicken_Italy_2015	ASZ84322	ASZ84322
ASZ84321.1	61358_Chicken_Italy_2015	ASZ84321	ASZ84321
ASZ84320.1	66811_Chicken_Italy_2014	ASZ84320	ASZ84320
ASZ84319.1	315098_Chicken_Italy_2014	ASZ84319	ASZ84319
ASZ84318.1	360804_Chicken_Italy_2014	ASZ84318	ASZ84318
ASZ84317.1	355480_Chicken_Italy_2014	ASZ84317	ASZ84317
ASZ84316.1	23579_Chicken_Italy_2015	ASZ84316	ASZ84316
ASZ84315.1	180609_Chicken_Italy_2014	ASZ84315	ASZ84315
ASZ84314.1	29726_Chicken_Italy_2015	ASZ84314	ASZ84314
ASZ84313.1	98328_Chicken_Italy_2015	ASZ84313	ASZ84313
ASZ84312.1	98325_Chicken_Italy_2015	ASZ84312	ASZ84312
ASZ84311.1	95806_Chicken_Italy_2015	ASZ84311	ASZ84311
ASZ84310.1	95711_Chicken_Italy_2015	ASZ84310	ASZ84310
ASZ84309.1	95709_Chicken_Italy_2015	ASZ84309	ASZ84309
ASZ84308.1	93115_Chicken_Italy_2014	ASZ84308	ASZ84308
ASZ84307.1	92350_Chicken_Italy_2015	ASZ84307	ASZ84307
ASZ84306.1	90563_Chicken_Italy_2015	ASZ84306	ASZ84306
ASZ84305.1	90559_Chicken_Italy_2015	ASZ84305	ASZ84305
ASZ84304.1	88312_Chicken_Italy_2015	ASZ84304	ASZ84304
