accession_version	isolate	locus	primary_accession
AMW90846.1	Riyadh_1147/KSA/2014	AMW90846	AMW90846
AMW90845.1	Riyadh_688/KSA/2014	AMW90845	AMW90845
AMW90844.1	Riyadh_111/KSA/2014	AMW90844	AMW90844
AMW90843.1	Riyadh_1251/KSA/2014	AMW90843	AMW90843
AMW90842.1	Riyadh_1182/KSA/2014	AMW90842	AMW90842
AMW90841.1	Riyadh_1116/KSA/2014	AMW90841	AMW90841
AMW90840.1	Riyadh_1168/KSA/2014	AMW90840	AMW90840
AMW90839.1	Riyadh_692/KSA/2014	AMW90839	AMW90839
AMW90838.1	Riyadh_1104/KSA/2014	AMW90838	AMW90838
AMW90837.1	Riyadh_578/KSA/2014	AMW90837	AMW90837
AMW90836.1	Riyadh_378/KSA/2014	AMW90836	AMW90836
ALT66858.1	Jordan_13_2015	ALT66858	ALT66858
ALT66857.1	Jordan_13_2015	ALT66857	ALT66857
ALT66856.1	Jordan_12_2015	ALT66856	ALT66856
ALT66855.1	Jordan_12_2015	ALT66855	ALT66855
ALT66854.1	Jordan_11_2015	ALT66854	ALT66854
ALT66853.1	Jordan_11_2015	ALT66853	ALT66853
ALT66852.1	Jordan_10_2015	ALT66852	ALT66852
ALT66851.1	Jordan_10_2015	ALT66851	ALT66851
ALT66850.1	Jordan_9_2015	ALT66850	ALT66850
ALT66849.1	Jordan_9_2015	ALT66849	ALT66849
ALT66848.1	Jordan_8_2015	ALT66848	ALT66848
ALT66847.1	Jordan_8_2015	ALT66847	ALT66847
ALT66846.1	Jordan_7_2015	ALT66846	ALT66846
ALT66845.1	Jordan_7_2015	ALT66845	ALT66845
ALT66844.1	Jordan_6_2015	ALT66844	ALT66844
ALT66843.1	Jordan_6_2015	ALT66843	ALT66843
ALT66842.1	Jordan_5_2015	ALT66842	ALT66842
ALT66841.1	Jordan_5_2015	ALT66841	ALT66841
ALT66840.1	Jordan_4_2015	ALT66840	ALT66840
ALT66839.1	Jordan_4_2015	ALT66839	ALT66839
ALT66838.1	Jordan_3_2015	ALT66838	ALT66838
ALT66837.1	Jordan_3_2015	ALT66837	ALT66837
ALT66836.1	Jordan_2_2015	ALT66836	ALT66836
ALT66835.1	Jordan_2_2015	ALT66835	ALT66835
ALT66834.1	Jordan_1_2015	ALT66834	ALT66834
ALT66833.1	Jordan_1_2015	ALT66833	ALT66833
ALT66832.1	Jordan_1_cultured_2015	ALT66832	ALT66832
ALT66831.1	Jordan_1_cultured_2015	ALT66831	ALT66831
ALT66830.1	Jordan_1_cultured_2015	ALT66830	ALT66830
ALT66829.1	Jordan_1_cultured_2015	ALT66829	ALT66829
ALT66828.1	Jordan_1_cultured_2015	ALT66828	ALT66828
ALT66827.1	Jordan_1_cultured_2015	ALT66827	ALT66827
ALT66826.1	Jordan_1_cultured_2015	ALT66826	ALT66826
ALT66825.1	Jordan_1_cultured_2015	ALT66825	ALT66825
ALT66824.1	Jordan_1_cultured_2015	ALT66824	ALT66824
ALT66823.1	Jordan_1_cultured_2015	ALT66823	ALT66823
ALT66822.1	Jordan_1_cultured_2015	ALT66822	ALT66822
ALT66821.1	Jordan_1_2015	ALT66821	ALT66821
ALT66820.1	Jordan_1_2015	ALT66820	ALT66820
ALT66819.1	Jordan_1_2015	ALT66819	ALT66819
ALT66818.1	Jordan_1_2015	ALT66818	ALT66818
ALT66817.1	Jordan_1_2015	ALT66817	ALT66817
ALT66816.1	Jordan_1_2015	ALT66816	ALT66816
ALT66815.1	Jordan_1_2015	ALT66815	ALT66815
ALT66814.1	Jordan_1_2015	ALT66814	ALT66814
ALT66813.1	Jordan_1_2015	ALT66813	ALT66813
ALT66812.1	Jordan_1_2015	ALT66812	ALT66812
ALT66811.1	Jordan_1_2015	ALT66811	ALT66811
ALT66810.1	Jordan_10_2015	ALT66810	ALT66810
ALT66809.1	Jordan_10_2015	ALT66809	ALT66809
ALT66808.1	Jordan_10_2015	ALT66808	ALT66808
ALT66807.1	Jordan_10_2015	ALT66807	ALT66807
ALT66806.1	Jordan_10_2015	ALT66806	ALT66806
ALT66805.1	Jordan_10_2015	ALT66805	ALT66805
ALT66804.1	Jordan_10_2015	ALT66804	ALT66804
ALT66803.1	Jordan_10_2015	ALT66803	ALT66803
ALT66802.1	Jordan_10_2015	ALT66802	ALT66802
ALT66801.1	Jordan_10_2015	ALT66801	ALT66801
ALT66800.1	Jordan_10_2015	ALT66800	ALT66800
AKN11076.1	MERS-CoV/KOR/KNIH/001_05_2015	AKN11076	AKN11076
AKN11075.1	MERS-CoV/KOR/KNIH/042_05_2015	AKN11075	AKN11075
AKN11074.1	MERS-CoV/KOR/KNIH/015_05_2015	AKN11074	AKN11074
AKN11073.1	MERS-CoV/KOR/KNIH/013_05_2015	AKN11073	AKN11073
AKN11072.1	MERS-CoV/KOR/KNIH/012_05_2015	AKN11072	AKN11072
AKN11071.1	MERS-CoV/KOR/KNIH/009_05_2015	AKN11071	AKN11071
AIY60595.1		AIY60595	AIY60595
AIY60594.1		AIY60594	AIY60594
AIY60593.1		AIY60593	AIY60593
AIY60592.1		AIY60592	AIY60592
AIY60591.1		AIY60591	AIY60591
AIY60590.1		AIY60590	AIY60590
AIY60589.1		AIY60589	AIY60589
AIY60588.1		AIY60588	AIY60588
AIY60587.1		AIY60587	AIY60587
AIY60586.1		AIY60586	AIY60586
AIY60585.1		AIY60585	AIY60585
AIY60584.1		AIY60584	AIY60584
AIY60583.1		AIY60583	AIY60583
AIY60582.1		AIY60582	AIY60582
AIY60581.1		AIY60581	AIY60581
AIY60580.1		AIY60580	AIY60580
AIY60579.1		AIY60579	AIY60579
AIY60578.1		AIY60578	AIY60578
AIY60577.1		AIY60577	AIY60577
AIY60576.1		AIY60576	AIY60576
AIY60575.1		AIY60575	AIY60575
AIY60574.1		AIY60574	AIY60574
AIY60573.1		AIY60573	AIY60573
AIY60572.1		AIY60572	AIY60572
AIY60571.1		AIY60571	AIY60571
AIY60570.1		AIY60570	AIY60570
AIY60569.1		AIY60569	AIY60569
AIY60568.1		AIY60568	AIY60568
AIY60567.1		AIY60567	AIY60567
AIY60566.1		AIY60566	AIY60566
AIY60565.1		AIY60565	AIY60565
AIY60564.1		AIY60564	AIY60564
AIY60563.1		AIY60563	AIY60563
AIY60562.1		AIY60562	AIY60562
AIY60561.1		AIY60561	AIY60561
AIY60560.1		AIY60560	AIY60560
AIY60559.1		AIY60559	AIY60559
AIY60558.1		AIY60558	AIY60558
AIY60557.1		AIY60557	AIY60557
AIY60556.1		AIY60556	AIY60556
AIY60555.1		AIY60555	AIY60555
AIY60554.1		AIY60554	AIY60554
AIY60553.1		AIY60553	AIY60553
AIY60552.1		AIY60552	AIY60552
AIY60551.1		AIY60551	AIY60551
AIY60550.1		AIY60550	AIY60550
AIY60549.1		AIY60549	AIY60549
AIY60548.1		AIY60548	AIY60548
AIY60547.1		AIY60547	AIY60547
AIY60546.1		AIY60546	AIY60546
AIY60545.1		AIY60545	AIY60545
AIY60544.1		AIY60544	AIY60544
AIY60543.1		AIY60543	AIY60543
AIY60542.1		AIY60542	AIY60542
AIY60541.1		AIY60541	AIY60541
AIY60540.1		AIY60540	AIY60540
AIY60539.1		AIY60539	AIY60539
AIY60538.1		AIY60538	AIY60538
AIY60537.1		AIY60537	AIY60537
AIY60536.1		AIY60536	AIY60536
AIY60535.1		AIY60535	AIY60535
AIY60534.1		AIY60534	AIY60534
AIY60533.1		AIY60533	AIY60533
AIY60532.1		AIY60532	AIY60532
AIY60531.1		AIY60531	AIY60531
AIY60530.1		AIY60530	AIY60530
AIY60529.1		AIY60529	AIY60529
AIY60528.1		AIY60528	AIY60528
AIY60527.1		AIY60527	AIY60527
AIY60526.1		AIY60526	AIY60526
AIY60525.1		AIY60525	AIY60525
AIY60524.1		AIY60524	AIY60524
AIY60523.1		AIY60523	AIY60523
AIY60522.1		AIY60522	AIY60522
AIY60521.1		AIY60521	AIY60521
AIY60520.1		AIY60520	AIY60520
AIY60519.1		AIY60519	AIY60519
AIY60518.1		AIY60518	AIY60518
AIY60517.1		AIY60517	AIY60517
AIY60516.1		AIY60516	AIY60516
5DUS_A		5DUS_A	5DUS_A
AML60278.1	Korea/Seoul/SNU1-035/2015	AML60278	AML60278
AML60277.1	Korea/Seoul/SNU1-035/2015	AML60277	AML60277
AML60276.1	Korea/Seoul/SNU1-035/2015	AML60276	AML60276
AML60275.1	Korea/Seoul/SNU1-035/2015	AML60275	AML60275
AML60274.1	Korea/Seoul/SNU1-035/2015	AML60274	AML60274
AML60273.1	Korea/Seoul/SNU1-035/2015	AML60273	AML60273
AML60272.1	Korea/Seoul/SNU1-035/2015	AML60272	AML60272
AML60271.1	Korea/Seoul/SNU1-035/2015	AML60271	AML60271
AML60270.1	Korea/Seoul/SNU1-035/2015	AML60270	AML60270
AML60269.1	Korea/Seoul/SNU1-035/2015	AML60269	AML60269
AML60268.1	Korea/Seoul/SNU1-035/2015	AML60268	AML60268
AKK52620.1	Hu/Riyadh_KSA_4050_2015	AKK52620	AKK52620
AKK52619.1	Hu/Riyadh_KSA_4050_2015	AKK52619	AKK52619
AKK52618.1	Hu/Riyadh_KSA_4050_2015	AKK52618	AKK52618
AKK52617.1	Hu/Riyadh_KSA_4050_2015	AKK52617	AKK52617
AKK52616.1	Hu/Riyadh_KSA_4050_2015	AKK52616	AKK52616
AKK52615.1	Hu/Riyadh_KSA_4050_2015	AKK52615	AKK52615
AKK52614.1	Hu/Riyadh_KSA_4050_2015	AKK52614	AKK52614
AKK52613.1	Hu/Riyadh_KSA_4050_2015	AKK52613	AKK52613
AKK52612.1	Hu/Riyadh_KSA_4050_2015	AKK52612	AKK52612
AKK52611.1	Hu/Riyadh_KSA_4050_2015	AKK52611	AKK52611
AKK52610.1	Hu/Riyadh_KSA_2959_2015	AKK52610	AKK52610
AKK52609.1	Hu/Riyadh_KSA_2959_2015	AKK52609	AKK52609
AKK52608.1	Hu/Riyadh_KSA_2959_2015	AKK52608	AKK52608
AKK52607.1	Hu/Riyadh_KSA_2959_2015	AKK52607	AKK52607
AKK52606.1	Hu/Riyadh_KSA_2959_2015	AKK52606	AKK52606
AKK52605.1	Hu/Riyadh_KSA_2959_2015	AKK52605	AKK52605
AKK52604.1	Hu/Riyadh_KSA_2959_2015	AKK52604	AKK52604
AKK52603.1	Hu/Riyadh_KSA_2959_2015	AKK52603	AKK52603
AKK52602.1	Hu/Riyadh_KSA_2959_2015	AKK52602	AKK52602
AKK52601.1	Hu/Riyadh_KSA_2959_2015	AKK52601	AKK52601
AKK52600.1		AKK52600	AKK52600
AKK52599.1		AKK52599	AKK52599
AKK52598.1		AKK52598	AKK52598
AKK52597.1		AKK52597	AKK52597
AKK52596.1		AKK52596	AKK52596
AKK52595.1		AKK52595	AKK52595
AKK52594.1		AKK52594	AKK52594
AKK52593.1		AKK52593	AKK52593
AKK52592.1		AKK52592	AKK52592
AKK52591.1		AKK52591	AKK52591
AKK52590.1		AKK52590	AKK52590
AKK52589.1		AKK52589	AKK52589
AKK52588.1		AKK52588	AKK52588
AKK52587.1		AKK52587	AKK52587
AKK52586.1		AKK52586	AKK52586
AKK52585.1		AKK52585	AKK52585
AKK52584.1		AKK52584	AKK52584
AKK52583.1		AKK52583	AKK52583
AKK52582.1		AKK52582	AKK52582
AKK52581.1		AKK52581	AKK52581
ALK80319.1	MERS-CoV/KOR/CNUH_SNU/172_06_2015	ALK80319	ALK80319
ALK80318.1	MERS-CoV/KOR/CNUH_SNU/172_06_2015	ALK80318	ALK80318
ALK80317.1	MERS-CoV/KOR/CNUH_SNU/172_06_2015	ALK80317	ALK80317
ALK80316.1	MERS-CoV/KOR/CNUH_SNU/172_06_2015	ALK80316	ALK80316
ALK80315.1	MERS-CoV/KOR/CNUH_SNU/172_06_2015	ALK80315	ALK80315
ALK80314.1	MERS-CoV/KOR/CNUH_SNU/172_06_2015	ALK80314	ALK80314
ALK80313.1	MERS-CoV/KOR/CNUH_SNU/172_06_2015	ALK80313	ALK80313
ALK80312.1	MERS-CoV/KOR/CNUH_SNU/172_06_2015	ALK80312	ALK80312
ALK80311.1	MERS-CoV/KOR/CNUH_SNU/172_06_2015	ALK80311	ALK80311
ALK80310.1	MERS-CoV/KOR/CNUH_SNU/172_06_2015	ALK80310	ALK80310
ALK80309.1	MERS-CoV/KOR/CNUH_SNU/148_06_2015	ALK80309	ALK80309
ALK80308.1	MERS-CoV/KOR/CNUH_SNU/148_06_2015	ALK80308	ALK80308
ALK80307.1	MERS-CoV/KOR/CNUH_SNU/148_06_2015	ALK80307	ALK80307
ALK80306.1	MERS-CoV/KOR/CNUH_SNU/148_06_2015	ALK80306	ALK80306
ALK80305.1	MERS-CoV/KOR/CNUH_SNU/148_06_2015	ALK80305	ALK80305
ALK80304.1	MERS-CoV/KOR/CNUH_SNU/148_06_2015	ALK80304	ALK80304
ALK80303.1	MERS-CoV/KOR/CNUH_SNU/148_06_2015	ALK80303	ALK80303
ALK80302.1	MERS-CoV/KOR/CNUH_SNU/148_06_2015	ALK80302	ALK80302
ALK80301.1	MERS-CoV/KOR/CNUH_SNU/148_06_2015	ALK80301	ALK80301
ALK80300.1	MERS-CoV/KOR/CNUH_SNU/148_06_2015	ALK80300	ALK80300
ALK80299.1	MERS-CoV/KOR/CNUH_SNU/122_06_2015	ALK80299	ALK80299
ALK80298.1	MERS-CoV/KOR/CNUH_SNU/122_06_2015	ALK80298	ALK80298
ALK80297.1	MERS-CoV/KOR/CNUH_SNU/122_06_2015	ALK80297	ALK80297
ALK80296.1	MERS-CoV/KOR/CNUH_SNU/122_06_2015	ALK80296	ALK80296
ALK80295.1	MERS-CoV/KOR/CNUH_SNU/122_06_2015	ALK80295	ALK80295
ALK80294.1	MERS-CoV/KOR/CNUH_SNU/122_06_2015	ALK80294	ALK80294
ALK80293.1	MERS-CoV/KOR/CNUH_SNU/122_06_2015	ALK80293	ALK80293
ALK80292.1	MERS-CoV/KOR/CNUH_SNU/122_06_2015	ALK80292	ALK80292
ALK80291.1	MERS-CoV/KOR/CNUH_SNU/122_06_2015	ALK80291	ALK80291
ALK80290.1	MERS-CoV/KOR/CNUH_SNU/122_06_2015	ALK80290	ALK80290
ALK80289.1	MERS-CoV/KOR/CNUH_SNU/110_06_2015	ALK80289	ALK80289
ALK80288.1	MERS-CoV/KOR/CNUH_SNU/110_06_2015	ALK80288	ALK80288
ALK80287.1	MERS-CoV/KOR/CNUH_SNU/110_06_2015	ALK80287	ALK80287
ALK80286.1	MERS-CoV/KOR/CNUH_SNU/110_06_2015	ALK80286	ALK80286
ALK80285.1	MERS-CoV/KOR/CNUH_SNU/110_06_2015	ALK80285	ALK80285
ALK80284.1	MERS-CoV/KOR/CNUH_SNU/110_06_2015	ALK80284	ALK80284
ALK80283.1	MERS-CoV/KOR/CNUH_SNU/110_06_2015	ALK80283	ALK80283
ALK80282.1	MERS-CoV/KOR/CNUH_SNU/110_06_2015	ALK80282	ALK80282
ALK80281.1	MERS-CoV/KOR/CNUH_SNU/110_06_2015	ALK80281	ALK80281
ALK80280.1	MERS-CoV/KOR/CNUH_SNU/110_06_2015	ALK80280	ALK80280
ALK80279.1	MERS-CoV/KOR/CNUH_SNU/085_06_2015	ALK80279	ALK80279
ALK80278.1	MERS-CoV/KOR/CNUH_SNU/085_06_2015	ALK80278	ALK80278
ALK80277.1	MERS-CoV/KOR/CNUH_SNU/085_06_2015	ALK80277	ALK80277
ALK80276.1	MERS-CoV/KOR/CNUH_SNU/085_06_2015	ALK80276	ALK80276
ALK80275.1	MERS-CoV/KOR/CNUH_SNU/085_06_2015	ALK80275	ALK80275
ALK80274.1	MERS-CoV/KOR/CNUH_SNU/085_06_2015	ALK80274	ALK80274
ALK80273.1	MERS-CoV/KOR/CNUH_SNU/085_06_2015	ALK80273	ALK80273
ALK80272.1	MERS-CoV/KOR/CNUH_SNU/085_06_2015	ALK80272	ALK80272
ALK80271.1	MERS-CoV/KOR/CNUH_SNU/085_06_2015	ALK80271	ALK80271
ALK80270.1	MERS-CoV/KOR/CNUH_SNU/085_06_2015	ALK80270	ALK80270
ALK80269.1	MERS-CoV/KOR/CNUH_SNU/082_06_2015	ALK80269	ALK80269
ALK80268.1	MERS-CoV/KOR/CNUH_SNU/082_06_2015	ALK80268	ALK80268
ALK80267.1	MERS-CoV/KOR/CNUH_SNU/082_06_2015	ALK80267	ALK80267
ALK80266.1	MERS-CoV/KOR/CNUH_SNU/082_06_2015	ALK80266	ALK80266
ALK80265.1	MERS-CoV/KOR/CNUH_SNU/082_06_2015	ALK80265	ALK80265
ALK80264.1	MERS-CoV/KOR/CNUH_SNU/082_06_2015	ALK80264	ALK80264
ALK80263.1	MERS-CoV/KOR/CNUH_SNU/082_06_2015	ALK80263	ALK80263
ALK80262.1	MERS-CoV/KOR/CNUH_SNU/082_06_2015	ALK80262	ALK80262
ALK80261.1	MERS-CoV/KOR/CNUH_SNU/082_06_2015	ALK80261	ALK80261
ALK80260.1	MERS-CoV/KOR/CNUH_SNU/082_06_2015	ALK80260	ALK80260
ALK80259.1	MERS-CoV/KOR/CNUH_SNU/054_06_2015	ALK80259	ALK80259
ALK80258.1	MERS-CoV/KOR/CNUH_SNU/054_06_2015	ALK80258	ALK80258
ALK80257.1	MERS-CoV/KOR/CNUH_SNU/054_06_2015	ALK80257	ALK80257
ALK80256.1	MERS-CoV/KOR/CNUH_SNU/054_06_2015	ALK80256	ALK80256
ALK80255.1	MERS-CoV/KOR/CNUH_SNU/054_06_2015	ALK80255	ALK80255
ALK80254.1	MERS-CoV/KOR/CNUH_SNU/054_06_2015	ALK80254	ALK80254
ALK80253.1	MERS-CoV/KOR/CNUH_SNU/054_06_2015	ALK80253	ALK80253
ALK80252.1	MERS-CoV/KOR/CNUH_SNU/054_06_2015	ALK80252	ALK80252
ALK80251.1	MERS-CoV/KOR/CNUH_SNU/054_06_2015	ALK80251	ALK80251
ALK80250.1	MERS-CoV/KOR/CNUH_SNU/054_06_2015	ALK80250	ALK80250
ALK80249.1	MERS-CoV/KOR/CNUH_SNU/038_06_2015	ALK80249	ALK80249
ALK80248.1	MERS-CoV/KOR/CNUH_SNU/038_06_2015	ALK80248	ALK80248
ALK80247.1	MERS-CoV/KOR/CNUH_SNU/038_06_2015	ALK80247	ALK80247
ALK80246.1	MERS-CoV/KOR/CNUH_SNU/038_06_2015	ALK80246	ALK80246
ALK80245.1	MERS-CoV/KOR/CNUH_SNU/038_06_2015	ALK80245	ALK80245
ALK80244.1	MERS-CoV/KOR/CNUH_SNU/038_06_2015	ALK80244	ALK80244
ALK80243.1	MERS-CoV/KOR/CNUH_SNU/038_06_2015	ALK80243	ALK80243
ALK80242.1	MERS-CoV/KOR/CNUH_SNU/038_06_2015	ALK80242	ALK80242
ALK80241.1	MERS-CoV/KOR/CNUH_SNU/038_06_2015	ALK80241	ALK80241
ALK80240.1	MERS-CoV/KOR/CNUH_SNU/031_06_2015	ALK80240	ALK80240
ALK80239.1	MERS-CoV/KOR/CNUH_SNU/031_06_2015	ALK80239	ALK80239
ALK80238.1	MERS-CoV/KOR/CNUH_SNU/031_06_2015	ALK80238	ALK80238
ALK80237.1	MERS-CoV/KOR/CNUH_SNU/031_06_2015	ALK80237	ALK80237
ALK80236.1	MERS-CoV/KOR/CNUH_SNU/031_06_2015	ALK80236	ALK80236
ALK80235.1	MERS-CoV/KOR/CNUH_SNU/031_06_2015	ALK80235	ALK80235
ALK80234.1	MERS-CoV/KOR/CNUH_SNU/031_06_2015	ALK80234	ALK80234
ALK80233.1	MERS-CoV/KOR/CNUH_SNU/031_06_2015	ALK80233	ALK80233
ALK80232.1	MERS-CoV/KOR/CNUH_SNU/031_06_2015	ALK80232	ALK80232
ALK80231.1	MERS-CoV/KOR/CNUH_SNU/031_06_2015	ALK80231	ALK80231
ALK80230.1	MERS-CoV/KOR/CNUH_SNU/030_06_2015	ALK80230	ALK80230
ALK80229.1	MERS-CoV/KOR/CNUH_SNU/030_06_2015	ALK80229	ALK80229
ALK80228.1	MERS-CoV/KOR/CNUH_SNU/030_06_2015	ALK80228	ALK80228
ALK80227.1	MERS-CoV/KOR/CNUH_SNU/030_06_2015	ALK80227	ALK80227
ALK80226.1	MERS-CoV/KOR/CNUH_SNU/030_06_2015	ALK80226	ALK80226
ALK80225.1	MERS-CoV/KOR/CNUH_SNU/030_06_2015	ALK80225	ALK80225
ALK80224.1	MERS-CoV/KOR/CNUH_SNU/030_06_2015	ALK80224	ALK80224
ALK80223.1	MERS-CoV/KOR/CNUH_SNU/030_06_2015	ALK80223	ALK80223
ALK80222.1	MERS-CoV/KOR/CNUH_SNU/030_06_2015	ALK80222	ALK80222
ALK80221.1	MERS-CoV/KOR/CNUH_SNU/030_06_2015	ALK80221	ALK80221
ALK80220.1	MERS-CoV/KOR/CNUH_SNU/024_06_2015	ALK80220	ALK80220
ALK80219.1	MERS-CoV/KOR/CNUH_SNU/024_06_2015	ALK80219	ALK80219
ALK80218.1	MERS-CoV/KOR/CNUH_SNU/024_06_2015	ALK80218	ALK80218
ALK80217.1	MERS-CoV/KOR/CNUH_SNU/024_06_2015	ALK80217	ALK80217
ALK80216.1	MERS-CoV/KOR/CNUH_SNU/024_06_2015	ALK80216	ALK80216
ALK80215.1	MERS-CoV/KOR/CNUH_SNU/024_06_2015	ALK80215	ALK80215
ALK80214.1	MERS-CoV/KOR/CNUH_SNU/024_06_2015	ALK80214	ALK80214
ALK80213.1	MERS-CoV/KOR/CNUH_SNU/024_06_2015	ALK80213	ALK80213
ALK80212.1	MERS-CoV/KOR/CNUH_SNU/024_06_2015	ALK80212	ALK80212
ALK80211.1	MERS-CoV/KOR/CNUH_SNU/024_06_2015	ALK80211	ALK80211
ALK80210.1	MERS-CoV/KOR/CNUH_SNU/023_06_2015	ALK80210	ALK80210
ALK80209.1	MERS-CoV/KOR/CNUH_SNU/023_06_2015	ALK80209	ALK80209
ALK80208.1	MERS-CoV/KOR/CNUH_SNU/023_06_2015	ALK80208	ALK80208
ALK80207.1	MERS-CoV/KOR/CNUH_SNU/023_06_2015	ALK80207	ALK80207
ALK80206.1	MERS-CoV/KOR/CNUH_SNU/023_06_2015	ALK80206	ALK80206
ALK80205.1	MERS-CoV/KOR/CNUH_SNU/023_06_2015	ALK80205	ALK80205
ALK80204.1	MERS-CoV/KOR/CNUH_SNU/023_06_2015	ALK80204	ALK80204
ALK80203.1	MERS-CoV/KOR/CNUH_SNU/023_06_2015	ALK80203	ALK80203
ALK80202.1	MERS-CoV/KOR/CNUH_SNU/023_06_2015	ALK80202	ALK80202
ALK80201.1	MERS-CoV/KOR/CNUH_SNU/023_06_2015	ALK80201	ALK80201
ALK80200.1	MERS-CoV/KOR/CNUH_SNU/016_06_2015	ALK80200	ALK80200
ALK80199.1	MERS-CoV/KOR/CNUH_SNU/016_06_2015	ALK80199	ALK80199
ALK80198.1	MERS-CoV/KOR/CNUH_SNU/016_06_2015	ALK80198	ALK80198
ALK80197.1	MERS-CoV/KOR/CNUH_SNU/016_06_2015	ALK80197	ALK80197
ALK80196.1	MERS-CoV/KOR/CNUH_SNU/016_06_2015	ALK80196	ALK80196
ALK80195.1	MERS-CoV/KOR/CNUH_SNU/016_06_2015	ALK80195	ALK80195
ALK80194.1	MERS-CoV/KOR/CNUH_SNU/016_06_2015	ALK80194	ALK80194
ALK80193.1	MERS-CoV/KOR/CNUH_SNU/016_06_2015	ALK80193	ALK80193
ALK80192.1	MERS-CoV/KOR/CNUH_SNU/016_06_2015	ALK80192	ALK80192
ALK80191.1	MERS-CoV/KOR/CNUH_SNU/016_06_2015	ALK80191	ALK80191
ALB08331.1	KOREA/Seoul/168-2-2015	ALB08331	ALB08331
ALB08330.1	KOREA/Seoul/168-2-2015	ALB08330	ALB08330
ALB08329.1	KOREA/Seoul/168-2-2015	ALB08329	ALB08329
ALB08328.1	KOREA/Seoul/168-2-2015	ALB08328	ALB08328
ALB08327.1	KOREA/Seoul/168-2-2015	ALB08327	ALB08327
ALB08326.1	KOREA/Seoul/168-2-2015	ALB08326	ALB08326
ALB08325.1	KOREA/Seoul/168-2-2015	ALB08325	ALB08325
ALB08324.1	KOREA/Seoul/168-2-2015	ALB08324	ALB08324
ALB08323.1	KOREA/Seoul/168-2-2015	ALB08323	ALB08323
ALB08322.1	KOREA/Seoul/168-2-2015	ALB08322	ALB08322
ALB08321.1	KOREA/Seoul/168-2-2015	ALB08321	ALB08321
ALB08320.1	KOREA/Seoul/168-1-2015	ALB08320	ALB08320
ALB08319.1	KOREA/Seoul/168-1-2015	ALB08319	ALB08319
ALB08318.1	KOREA/Seoul/168-1-2015	ALB08318	ALB08318
ALB08317.1	KOREA/Seoul/168-1-2015	ALB08317	ALB08317
ALB08316.1	KOREA/Seoul/168-1-2015	ALB08316	ALB08316
ALB08315.1	KOREA/Seoul/168-1-2015	ALB08315	ALB08315
ALB08314.1	KOREA/Seoul/168-1-2015	ALB08314	ALB08314
ALB08313.1	KOREA/Seoul/168-1-2015	ALB08313	ALB08313
ALB08312.1	KOREA/Seoul/168-1-2015	ALB08312	ALB08312
ALB08311.1	KOREA/Seoul/168-1-2015	ALB08311	ALB08311
ALB08310.1	KOREA/Seoul/168-1-2015	ALB08310	ALB08310
ALB08309.1	KOREA/Seoul/035-2-2015	ALB08309	ALB08309
ALB08308.1	KOREA/Seoul/035-2-2015	ALB08308	ALB08308
ALB08307.1	KOREA/Seoul/035-2-2015	ALB08307	ALB08307
ALB08306.1	KOREA/Seoul/035-2-2015	ALB08306	ALB08306
ALB08305.1	KOREA/Seoul/035-2-2015	ALB08305	ALB08305
ALB08304.1	KOREA/Seoul/035-2-2015	ALB08304	ALB08304
ALB08303.1	KOREA/Seoul/035-2-2015	ALB08303	ALB08303
ALB08302.1	KOREA/Seoul/035-2-2015	ALB08302	ALB08302
ALB08301.1	KOREA/Seoul/035-2-2015	ALB08301	ALB08301
ALB08300.1	KOREA/Seoul/035-2-2015	ALB08300	ALB08300
ALB08299.1	KOREA/Seoul/035-2-2015	ALB08299	ALB08299
ALB08298.1	KOREA/Seoul/035-1-2015	ALB08298	ALB08298
ALB08297.1	KOREA/Seoul/035-1-2015	ALB08297	ALB08297
ALB08296.1	KOREA/Seoul/035-1-2015	ALB08296	ALB08296
ALB08295.1	KOREA/Seoul/035-1-2015	ALB08295	ALB08295
ALB08294.1	KOREA/Seoul/035-1-2015	ALB08294	ALB08294
ALB08293.1	KOREA/Seoul/035-1-2015	ALB08293	ALB08293
ALB08292.1	KOREA/Seoul/035-1-2015	ALB08292	ALB08292
ALB08291.1	KOREA/Seoul/035-1-2015	ALB08291	ALB08291
ALB08290.1	KOREA/Seoul/035-1-2015	ALB08290	ALB08290
ALB08289.1	KOREA/Seoul/035-1-2015	ALB08289	ALB08289
ALB08288.1	KOREA/Seoul/035-1-2015	ALB08288	ALB08288
ALB08287.1	KOREA/Seoul/014-2-2015	ALB08287	ALB08287
ALB08286.1	KOREA/Seoul/014-2-2015	ALB08286	ALB08286
ALB08285.1	KOREA/Seoul/014-2-2015	ALB08285	ALB08285
ALB08284.1	KOREA/Seoul/014-2-2015	ALB08284	ALB08284
ALB08283.1	KOREA/Seoul/014-2-2015	ALB08283	ALB08283
ALB08282.1	KOREA/Seoul/014-2-2015	ALB08282	ALB08282
ALB08281.1	KOREA/Seoul/014-2-2015	ALB08281	ALB08281
ALB08280.1	KOREA/Seoul/014-2-2015	ALB08280	ALB08280
ALB08279.1	KOREA/Seoul/014-2-2015	ALB08279	ALB08279
ALB08278.1	KOREA/Seoul/014-2-2015	ALB08278	ALB08278
ALB08277.1	KOREA/Seoul/014-2-2015	ALB08277	ALB08277
ALB08276.1	KOREA/Seoul/014-1-2015	ALB08276	ALB08276
